pathway	entrezgene	hgnc_symbol
KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM	2686	GGT7
KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM	51380	CSAD
KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM	2687	GGT5
KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM	2678	GGT1
KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM	2571	GAD1
KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM	570	BAAT
KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM	2572	GAD2
KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM	124975	GGT6
KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM	1036	CDO1
KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM	84890	ADO
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE	9435	CHST2
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE	11041	B4GAT1
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE	10678	B3GNT2
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE	8534	CHST1
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE	2683	B4GALT1
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE	93010	B3GNT7
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE	6483	ST3GAL2
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE	8703	B4GALT3
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE	6482	ST3GAL1
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE	8704	B4GALT2
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE	8702	B4GALT4
