ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge	core_enrichment
GO:0006954	GO:0006954	551	0.31696762350835	1.60294315566593	0.00308641975308642	0.121359223300971	0.12008175779254	2583	tags=31%, list=22%, signal=26%	5054/215/1116/2149/1969/3725/3570/3606/2152/259230/5265/2920/5771/6347/9975/3576/3487/4318/5806/26525/2919/2353/79931/4780/7057/83737/64806/7076/2829/5739/9450/1535/9314/6356/81792/2687/4792/929/445/6403/3620/8692/2113/923/11343/3673/4907/8807/59341/4067/2150/6774/7052/960/9021/79918/90/9971/10164/5624/8877/1893/83700/335/2854/27178/27250/56547/9034/54210/64838/8773/23476/199/4973/1588/183/1436/9370/59067/6372/3133/5005/1003/3827/3553/3848/4225/3818/5196/6375/1240/3670/3627/8993/301/4142/4878/23135/5603/5023/114/9255/58189/6279/225/4086/185/5176/7132/6360/54209/3683/8530/7097/1268/7040/3559/1215/8534/7474/5027/2532/3428/837/27159/7010/6363/3596/2950/959/4035/4988/1435/6354/7850/336/6556/6357/30817/27202/55540/623/1776/5724/259197/116/4069/1036/26279/9447/63940/4283/330/1234/7857/5320/6370/4261/3516/351/186/353514/7852/1147/8986/1233/4598/2167/4064/6352/3988
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL	REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL	122	0.375506229405583	1.58457208094091	0.00485436893203883	0.121359223300971	0.12008175779254	1858	tags=30%, list=16%, signal=25%	10544/5672/6385/57126/965/5671/6403/3678/5673/51378/2886/2995/4067/29802/960/51744/4072/5624/83700/9123/5295/962/9672/54210/23428/4973/5196/3845/7525/3897/682/482/3683/7040/1084/2994
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	260	0.264709053613244	1.25332840251899	0.04	0.348143236074271	0.344478570431383	2537	tags=26%, list=22%, signal=21%	1286/5054/4148/4318/3693/7057/780/6385/8516/7076/4313/7177/5650/4237/3678/10491/8754/4238/3673/1307/960/1511/8515/1515/2006/8174/83700/7276/27302/5352/9672/440387/4321/3818/1508/9508/5045/5479/682/4811/1298/7042/3683/7040/1215/4053/649/8200/1302/7043/7450/3371/11096/3386/4146/1514/1310/87/2243/1834/3912/3672/4319/3685/351/5644/5154/1300
REACTOME_SCAVENGING_OF_HEME_FROM_PLASMA	REACTOME_SCAVENGING_OF_HEME_FROM_PLASMA	11	0.617644091550314	1.54217328428661	0.0538793103448276	0.348143236074271	0.344478570431383	2892	tags=73%, list=25%, signal=55%	3043/335/259/213/4035/3263/9332/3250
REACTOME_SMOOTH_MUSCLE_CONTRACTION	REACTOME_SMOOTH_MUSCLE_CONTRACTION	36	0.438888883415406	1.47122102458587	0.0607375271149675	0.348143236074271	0.344478570431383	744	tags=22%, list=6%, signal=21%	7171/59/3693/8291/10627/859/4638/72
REACTOME_CGMP_EFFECTS	REACTOME_CGMP_EFFECTS	12	0.596622547739839	1.52618349933433	0.0625	0.348143236074271	0.344478570431383	2750	tags=58%, list=23%, signal=45%	27345/5593/3779/8654/5136/10846/3708
REACTOME_FCERI_MEDIATED_NF_KB_ACTIVATION	REACTOME_FCERI_MEDIATED_NF_KB_ACTIVATION	64	-0.362697141599142	-1.35799419393344	0.0645724258289703	0.348143236074271	0.344478570431383	2231	tags=27%, list=19%, signal=22%	5693/5709/23198/5708/5695/10454/5714/10213/8454/10892/7189/10197/5707/5698/4790/997
ncRNAs involved in Wnt signaling in hepatocellular carcinoma%WikiPathways_20190910%WP4336%Homo sapiens	ncRNAs involved in Wnt signaling in hepatocellular carcinoma%WikiPathways_20190910%WP4336%Homo sapiens	72	0.356749567509267	1.34503713304698	0.0831353919239905	0.348143236074271	0.344478570431383	1019	tags=15%, list=9%, signal=14%	8061/3725/8323/4609/9314/7473/101929777/51384/1499/4040/595
REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR	REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR	89	-0.325686534906333	-1.2851141960416	0.0843373493975904	0.348143236074271	0.344478570431383	2384	tags=26%, list=20%, signal=21%	5696/5693/5709/4893/3265/5966/23198/5708/5695/6786/2534/5714/5293/5336/10213/8454/10892/4794/10197/5707/5698/4790
REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS	REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS	36	0.415644557980875	1.39330257740289	0.0845986984815618	0.348143236074271	0.344478570431383	2972	tags=42%, list=25%, signal=31%	7184/81035/3043/3320/55576/335/811/259/213/4035/3263/5648/9332/3250/1278
