ID	NES_1	pvalue_1	NES_2	pvalue_2	NES_3	pvalue_3	NES_4	pvalue_4	NES_5	pvalue_5	NES_6	pvalue_6
GO:0006954	-1.20853552900113	0.0333333333333333	0.946149656143975	0.673684210526316	1.0269796214165	0.341698841698842	1.60294315566593	0.00308641975308642	1.50868014025644	0.00247524752475248	1.84882082135789	0.0021551724137931
REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS	-1.00144308715633	0.451730418943534	0.800217068117711	0.802197802197802	0.983785671203887	0.49498997995992	1.39330257740289	0.0845986984815618	-0.82149817109728	0.761165048543689	-1.54203507324179	0.011605415860735
REACTOME_CA2PLUS_ACTIVATED_KPLUS_CHANNELS	-1.5238599934161	0.0478821362799263	0.657341638697044	0.876172607879925	0.663961010947353	0.894339622641509	1.25099845067708	0.214437367303609	-0.856929555073495	0.660569105691057	0.982759191421184	0.519269776876268
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL	-1.0019473483093	0.457894736842105	1.14705734241762	0.199421965317919	1.10208823359027	0.266924564796905	1.58457208094091	0.00485436893203883	-1.20235206883239	0.139047619047619	-1.23279048378429	0.106177606177606
REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES	1.324194565483	0.0826086956521739	1.2979207145456	0.0995145631067961	-0.900748167885182	0.608433734939759	1.00318722257421	0.431670281995662	-1.01195611395205	0.422857142857143	-1.4452615436286	0.0269749518304432
REACTOME_COLLAGEN_FORMATION	1.46291136853696	0.0242290748898678	1.36903968656553	0.053030303030303	-0.737598952973931	0.929460580912863	0.857286890901871	0.720554272517321	-1.24091262488768	0.10916179337232	-1.19943601025522	0.157303370786517
REACTOME_COMPLEMENT_CASCADE	-1.08750631018823	0.321880650994575	-0.879018894813939	0.624555160142349	1.4648621366077	0.0356435643564356	0.769469389840806	0.854030501089325	0.87310791147327	0.695744680851064	-1.21768336179308	0.165714285714286
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	0.967807574028306	0.519721577726218	1.33675349882615	0.0161290322580645	1.06031541049699	0.289108910891089	1.25332840251899	0.04	-1.11481876170123	0.187279151943463	-1.25030960563323	0.0437262357414449
REACTOME_FC_EPSILON_RECEPTOR_FCERI_SIGNALING	-0.97973321046536	0.479381443298969	-1.20737150682375	0.16385911179173	-1.31016377018848	0.0388768898488121	-1.02230025533274	0.417677642980936	-1.11085922135935	0.270522388059701	0.847643223800593	0.814583333333333
REACTOME_FCERI_MEDIATED_NF_KB_ACTIVATION	-0.937753824094105	0.562841530054645	-1.19126979222117	0.215254237288136	-1.51730397711809	0.0178571428571429	-1.35799419393344	0.0645724258289703	-0.849847620092377	0.756335282651072	1.01540685933032	0.440928270042194
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	0.875615123783262	0.745882352941176	0.835346088943233	0.821428571428571	1.66057060871079	0.00572519083969466	1.10162402817374	0.285714285714286	0.836254088991459	0.795309168443497	-1.41980913390472	0.0279329608938547
REACTOME_NITRIC_OXIDE_STIMULATES_GUANYLATE_CYCLASE	0.740994554143248	0.835886214442013	1.59418094397421	0.0303643724696356	0.990067467770416	0.485380116959064	1.34900890335119	0.124183006535948	0.799452838465346	0.754065040650406	1.0043277189627	0.44689378757515
REACTOME_ROLE_OF_LAT2_NTAL_LAB_ON_CALCIUM_MOBILIZATION	-1.49394532565785	0.0628571428571429	-1.48346526969796	0.0821917808219178	0.4862411846059	0.992141453831041	0.948061587283219	0.522105263157895	-1.78604554069521	0.00579150579150579	-1.65016081355074	0.0101214574898785
REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR	-0.832623577908549	0.796819787985866	-1.20515709117746	0.200642054574639	-1.35050064979328	0.048582995951417	-1.2851141960416	0.0843373493975904	-0.969952850823858	0.508637236084453	1.13127063027397	0.22037422037422
REACTOME_SMOOTH_MUSCLE_CONTRACTION	-0.820410831932227	0.741347905282332	-0.89777702906776	0.590493601462523	1.44201477772114	0.0420841683366733	1.47122102458587	0.0607375271149675	-1.36307755612505	0.087378640776699	-1.74847981181841	0.00386847195357834
REACTOME_SPHINGOLIPID_METABOLISM	-1.24601715651956	0.141304347826087	-1.65948162558687	0.0222602739726027	-0.73981819852664	0.900596421471173	0.946717965970275	0.542528735632184	-0.873658164944586	0.684014869888476	-1.03941698412469	0.408203125
Sphingolipid pathway%WikiPathways_20190910%WP1422%Homo sapiens	-1.48100608536664	0.0541044776119403	-1.95348027759064	0.00396825396825397	0.860097720700163	0.657534246575342	1.08747630949016	0.359913793103448	-1.05480440900226	0.386407766990291	-0.842374850427628	0.683301343570058
Urea cycle and metabolism of amino groups%WikiPathways_20190910%WP497%Homo sapiens	-0.751926796511442	0.796641791044776	1.19418598876489	0.248	-1.61237727538027	0.0185185185185185	-1.30002556188612	0.163809523809524	-0.685817914462023	0.877906976744186	0.930009987834948	0.575638506876228
