ID	NES_1	pvalue_1	NES_2	pvalue_2	NES_3	pvalue_3	NES_4	pvalue_4	NES_5	pvalue_5	NES_6	pvalue_6
Electron Transport Chain (OXPHOS system in mitochondria)%WikiPathways_20190910%WP111%Homo sapiens	-1.0165388059633	0.402154398563734	-0.619598939147434	0.973637961335677	-0.637700000346257	0.99601593625498	-1.04044678841961	0.37521815008726	-1.47577291611495	0.020109689213894	-1.54638324526303	0.0173076923076923
GO:0006915	-1.02033881426875	0.333333333333333	-1.11783403095718	0.109634551495017	1.02246098977833	0.336673346693387	1.22013461976255	0.00444444444444444	-0.972335055489432	0.625544267053701	1.38768415727344	0.00223713646532438
KEGG_PARKINSONS_DISEASE	-0.686351040291869	0.972324723247233	0.540565915634021	1	-0.556664539874183	1	-0.694368178956527	0.965635738831615	-1.36254753528101	0.0408525754884547	-0.872432092049057	0.741176470588235
Mitochondrial complex I assembly model OXPHOS system%WikiPathways_20190910%WP4324%Homo sapiens	-0.91988990670081	0.58348623853211	-0.97637412948788	0.475046210720887	-0.885787779243283	0.641366223908918	-0.849894563230698	0.713207547169811	-1.72863757658986	0.00387596899224806	-1.09882619358407	0.334586466165414
ncRNAs involved in Wnt signaling in hepatocellular carcinoma%WikiPathways_20190910%WP4336%Homo sapiens	0.995233719778838	0.457142857142857	0.901883761051649	0.649038461538462	-0.780751409778524	0.895791583166333	1.38882948302612	0.0330188679245283	-1.09573637753716	0.284172661870504	-1.02868349707627	0.418250950570342
Nonalcoholic fatty liver disease%WikiPathways_20190910%WP4396%Homo sapiens	-0.98075754903122	0.49005424954792	-0.990335238000702	0.455384615384615	-0.809550162488015	0.910714285714286	0.933803241421103	0.644836272040302	0.906625654920938	0.681318681318681	1.37754092249532	0.0460251046025105
REACTOME_COMPLEX_I_BIOGENESIS	-0.439818494966254	1	-0.950047784242346	0.510204081632653	-0.971461333562394	0.521072796934866	-0.981941736767062	0.510166358595194	-1.69276092379204	0.00595238095238095	-1.28693683322559	0.134724857685009
REACTOME_DEFECTS_IN_VITAMIN_AND_COFACTOR_METABOLISM	-0.809256315864589	0.740740740740741	-1.18714469415429	0.252049180327869	-1.48105202562591	0.0441176470588235	-1.28208916455849	0.159926470588235	-0.825469653792393	0.707509881422925	-1.27999019360342	0.166986564299424
REACTOME_MITOTIC_SPINDLE_CHECKPOINT	1.65934535049293	0.0044543429844098	0.985124140348234	0.490338164251208	-1.11899082517087	0.227722772277228	-1.22881059741472	0.127147766323024	1.09048175721637	0.288288288288288	1.24392007690314	0.106212424849699
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS	-1.00167242656436	0.454379562043796	-0.711666131037254	0.907216494845361	-0.98945175397605	0.471544715447154	-1.19898321811798	0.164912280701754	-1.6569075119384	0.003690036900369	-1.25339742545465	0.110687022900763
REACTOME_RHO_GTPASE_EFFECTORS	1.2554047533506	0.0389016018306636	-1.16813910296207	0.165963431786217	1.03553433352627	0.362525458248472	0.963957308166502	0.549295774647887	-1.02760318737688	0.376991150442478	-0.905519473146	0.756007393715342
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS	-1.09948000492852	0.319223985890653	-1.56946845756695	0.0477099236641221	-1.48506714423274	0.0362976406533575	-1.18454068973883	0.230769230769231	0.977746584040861	0.475991649269311	-1.08344786353815	0.350574712643678
REACTOME_WAX_AND_PLASMALOGEN_BIOSYNTHESIS	1.52370036115029	0.0293542074363992	1.35822936339549	0.116541353383459	-1.6281945441572	0.0130597014925373	-1.3187939745189	0.137996219281664	-0.898439741688348	0.599214145383104	-0.770706763722351	0.755258126195029
