ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge	core_enrichment
GO:0006974	GO:0006974	616	-0.305942352715247	-1.48334296010491	0.00147275405007364	0.0806021505376344	0.0698132427843803	3115	tags=37%, list=26%, signal=28%	8607/7520/1432/842/27030/1025/51514/1017/10445/3980/22897/25988/56154/79621/5058/6794/2810/54780/3090/51659/23201/3162/27434/5439/51455/6749/57332/9100/7027/80010/4175/324/9960/5981/754/55247/10450/27301/84164/2070/5430/142/4194/5427/2071/2521/55086/5425/5423/4798/6790/8450/5426/581/6188/23028/55702/3835/50485/1653/8317/5431/7486/3661/79991/10769/23409/672/4287/7917/1642/10036/328/835/51347/9031/50813/2965/8914/10017/79068/9513/29072/55135/9923/5608/7161/10721/54969/7029/23411/54778/9716/60488/5889/10039/6117/5580/79677/23198/4292/4595/8208/5594/9766/29844/9025/23047/5890/221443/56339/9907/56941/6419/995/23612/51147/9665/65057/79661/55215/55666/8295/93973/25836/4869/5883/2188/9125/23019/55719/80198/5886/5984/9577/9156/10213/29997/201254/4437/4255/24144/4221/2068/1869/79073/10397/261726/9070/55339/2873/10856/9636/10273/7189/9925/64400/63967/4174/11198/11044/23300/1032/7468/8738/80169/9401/7517/25/4171/26058/10038/1663/23583/8318/2138/57109/2305/1191/64708/6300/51149/331/23054/4436/9984/1161/7507/25896/5422/55100/2189/79728/5378/79913/545/10524/7737/7405/1649/572/55388/9656/4913/27339/4582/7014/3978/28990/11011/55367/22880/3665/51720/9937/641/10714/7515/22909/6446/79000/8924/7158/26471/54840
REACTOME DNA REPAIR	REACTOME DNA REPAIR	252	-0.3540366565259	-1.59505440641159	0.00161030595813205	0.0806021505376344	0.0698132427843803	3134	tags=40%, list=27%, signal=30%	8607/7520/51514/1017/10445/3980/3018/3014/27434/5439/7156/51455/9100/80010/5981/55247/10450/84164/2070/5430/142/5427/2071/5425/5423/4798/8450/5426/5431/7486/672/1642/328/8314/9031/50813/2965/8914/79068/10721/26277/10401/54778/9716/5889/6117/4292/4595/29844/9025/5890/65057/79661/55215/55666/93973/5883/2188/80198/5886/5984/9577/9156/201254/4437/4255/2068/8294/2873/9636/63967/6047/7468/7517/25/10038/23583/2138/64708/4436/1161/7507/2189/79728/79913/545/10524/9656/4913/27339/7014/3978/51720/9937/641/10714/7515/22909/8900/8924/7158
REACTOME ANTIGEN PROCESSING  UBIQUITINATION PROTEASOME DEGRADATION	REACTOME ANTIGEN PROCESSING  UBIQUITINATION PROTEASOME DEGRADATION	202	-0.353891899338048	-1.55536678036402	0.00165837479270315	0.0806021505376344	0.0698132427843803	2660	tags=33%, list=23%, signal=26%	23352/10425/89910/79654/54850/140459/140460/9520/55819/5696/51191/8916/10616/5693/5709/23295/10193/8925/53339/54778/23198/23327/6502/65264/9040/5708/5695/64219/9354/55658/26190/6478/868/5714/10213/84861/8454/55585/9730/23194/10273/114088/6468/10197/6047/9817/55008/10422/5707/642/80196/63891/5698/991/79754/4008/9870/64320/7064/10324/10293/55521/997/8924/4591/26249
Ciliary landscape WikiPathways 20190910 WP4352 Homo sapiens	Ciliary landscape WikiPathways 20190910 WP4352 Homo sapiens	169	-0.382185132679041	-1.63740654612017	0.00170940170940171	0.0806021505376344	0.0698132427843803	2737	tags=33%, list=23%, signal=25%	324/11018/80199/585/10726/6103/92104/55746/27241/1892/55212/4289/50813/54585/11336/25980/79989/22981/10048/57136/2664/23059/5476/23011/9125/23019/5714/10640/55245/54994/261726/140465/4174/2040/57610/4171/64708/4436/6990/55763/8526/1039/54903/4790/10939/55388/1778/9657/80232/55764/3934/9742/79018/55770
REACTOME DNA REPLICATION	REACTOME DNA REPLICATION	100	-0.456465927051625	-1.83456852653931	0.00170940170940171	0.0806021505376344	0.0698132427843803	3528	tags=48%, list=30%, signal=34%	8881/11065/5691/5983/5720/990/1017/29882/4999/51659/5705/4175/5981/51433/5427/5425/5426/8317/81620/5696/9837/5693/5709/5000/6117/23198/6502/5708/5695/5714/5984/10213/8454/25906/1869/4174/10197/4171/5707/8318/5698/4998/5422/55388/3978/10714/8900
DNA Replication WikiPathways 20190910 WP466 Homo sapiens	DNA Replication WikiPathways 20190910 WP466 Homo sapiens	36	-0.581402224140313	-1.9191789554422	0.00173913043478261	0.0806021505376344	0.0698132427843803	3618	tags=64%, list=31%, signal=44%	4176/5983/990/1017/4999/4175/5981/5427/5425/5426/8317/81620/5000/6117/5984/4174/4171/8318/4998/5422/55388/10714
KEGG BASE EXCISION REPAIR	KEGG BASE EXCISION REPAIR	25	-0.671359316044562	-2.05459337084167	0.00175131348511384	0.0806021505376344	0.0698132427843803	2622	tags=68%, list=22%, signal=53%	27301/142/5427/5425/5423/5426/328/10039/4595/79661/10038/23583/4913/3978/10714/7515
AMP activated Protein Kinase  AMPK  Signaling WikiPathways 20190910 WP1403 Homo sapiens	AMP activated Protein Kinase  AMPK  Signaling WikiPathways 20190910 WP1403 Homo sapiens	53	-0.499789407919752	-1.75874004033372	0.00182149362477231	0.0806021505376344	0.0698132427843803	1234	tags=25%, list=10%, signal=22%	79602/1978/8503/5567/32/51719/5564/2475/2997/8900/5571/6720
Estrogen Receptor Pathway WikiPathways 20190910 WP2881 Homo sapiens	Estrogen Receptor Pathway WikiPathways 20190910 WP2881 Homo sapiens	12	0.753027443814818	1.91452551751309	0.0021505376344086	0.0806021505376344	0.0698132427843803	1143	tags=33%, list=10%, signal=30%	1545/3725/6774/1543
Lung fibrosis WikiPathways 20190910 WP3624 Homo sapiens	Lung fibrosis WikiPathways 20190910 WP3624 Homo sapiens	58	0.568898422382287	2.15018168240635	0.00218818380743982	0.0806021505376344	0.0698132427843803	1863	tags=36%, list=16%, signal=31%	1490/4502/5265/2920/6347/3576/4318/5806/4780/26585/7076/4313/6356/1440/2006/3553/57105/727897/1437/7040/1215
