ENSG_ID	logFC	Fold Change	AveExpr	t	P.Value	adj.P.Val	B
ENSG00000140465	1.5278268509376	2.88351164947266	3.89609970769528	14.0275227821526	2.05626273357925e-07	0.00243153068245747	1.83751784606153
ENSG00000111371	0.471994225637833	1.38702541757482	8.25011932944763	5.67809336944361	0.000304752691395002	0.626956656497724	-0.491827989336167
ENSG00000148677	0.328525699447843	1.25572947953717	2.39581242002525	5.49137096677962	0.000387055808051151	0.626956656497724	-0.614352363313382
ENSG00000158480	0.225944564409821	1.16954272348244	6.03679068620066	5.37841674557087	0.00044833207941998	0.626956656497724	-0.691236786350824
ENSG00000215105	0.4511397350432	1.36711986059101	7.51344963071325	5.30662997802941	0.000492683148751311	0.626956656497724	-0.741210198975033
AFFX-ThrX-M_at	-0.279907235936635	-1.2141168152072	3.03700154999418	-5.22391168300897	0.000549751389548	0.626956656497724	-0.799881649073074
ENSG00000189144	0.466537897060505	1.38178954105623	5.70830176190284	5.06880803449206	0.000676953571095799	0.626956656497724	-0.913094678975357
ENSG00000104047	-0.352280904787726	-1.27657730490766	5.08534205707992	-5.06779637150186	0.000677880875964669	0.626956656497724	-0.913846995100482
ENSG00000105953	0.238388997706577	1.17967462819498	3.51427810135622	5.05234865063434	0.000692211948795452	0.626956656497724	-0.925357146930969
ENSG00000087842	-0.499257145780335	-1.41348556091758	5.04892870804363	-5.05069998024243	0.000693760631809072	0.626956656497724	-0.9265880806391
ENSG00000108813	0.221134392444603	1.16564977771825	4.09131638013838	5.03840280188374	0.000705430557564507	0.626956656497724	-0.935784681234577
ENSG00000167232	0.243968883441084	1.18424606933845	10.0169082711414	4.96705915998304	0.000777448441878581	0.626956656497724	-0.989673096415957
ENSG00000180198	-0.251768055208502	-1.19066540846211	5.83603973304083	-4.80184542120134	0.000976481737511738	0.626956656497724	-1.11799966435128
ENSG00000226887	-0.255539612808402	-1.19378217119227	5.06511269101582	-4.77318044538828	0.00101628319291547	0.626956656497724	-1.14077337375869
ENSG00000164631	0.454512298855765	1.37031949198698	7.41742929501303	4.6900112279137	0.00114195780212958	0.626956656497724	-1.20771077989047
ENSG00000131620	-0.2554648767587	-1.19372033119816	2.59812087579692	-4.67519806383049	0.00116604288507103	0.626956656497724	-1.21976795214462
ENSG00000226979	0.200621128348043	1.14919301443918	2.20038959715899	4.66792178686011	0.00117807272737663	0.626956656497724	-1.22570548628157
ENSG00000177951	-0.264142355512477	-1.20092192059456	3.21095650841327	-4.64428577876398	0.00121807785349571	0.626956656497724	-1.24506110538362
ENSG00000137100	-0.202455763543192	-1.15065534086575	7.77293188625484	-4.61511719823442	0.0012694670855031	0.626956656497724	-1.26909171134436
ENSG00000109205	-0.258139499888837	-1.19593543091178	2.29674010587985	-4.60599294305872	0.00128601585033076	0.626956656497724	-1.27664155845296
ENSG00000145321	-0.406413781456577	-1.3253870987323	1.99470136500761	-4.58245072803027	0.00132979230442044	0.626956656497724	-1.29619386501982
ENSG00000137825	-0.187421207078461	-1.13872644140967	4.59277925467863	-4.54114704405767	0.00141050218440217	0.626956656497724	-1.33074994697808
ENSG00000083844	0.44179581174553	1.35829402817695	4.39637419652395	4.53379921496102	0.00142540226094419	0.626956656497724	-1.33693116128319
ENSG00000132424	0.321990613614454	1.25005416952297	6.09071832900358	4.51404165165579	0.00146630938969335	0.626956656497724	-1.35360249261604
ENSG00000131174	-0.178990185448937	-1.1320912005491	11.9636427440991	-4.51184935435795	0.00147092533516487	0.626956656497724	-1.35545689871607
ENSG00000119729	0.483448244389779	1.39808128730302	6.5206551452753	4.51104407699114	0.00147262477483301	0.626956656497724	-1.356138290177
ENSG00000112964	0.308744699783383	1.23862948973981	3.36755991070368	4.48296915062118	0.00153320739698706	0.626956656497724	-1.37997097642478
ENSG00000170835	0.260724261790188	1.1980800138216	5.7847703274308	4.46783831384564	0.0015669595637373	0.626956656497724	-1.39287752571563
ENSG00000064490	-0.360439914754093	-1.28381730673884	5.63188950689239	-4.45706062324084	0.00159148562274278	0.626956656497724	-1.4020973895782
ENSG00000265491	0.212801616645545	1.15893657689621	6.12033594890826	4.39402073647877	0.0017434155864609	0.626956656497724	-1.45646830377979
ENSG00000059377	-0.315318970415456	-1.24428672652679	2.55034434930451	-4.37687787766678	0.0017873610894552	0.626956656497724	-1.47138479021405
ENSG00000121797	0.192840110847987	1.1430116521677	2.38340974109359	4.32767323940262	0.00192019852715411	0.626956656497724	-1.51451094363332
ENSG00000075290	0.164199073403089	1.12054382419584	2.60717546794709	4.31981711243861	0.00194236592701438	0.626956656497724	-1.52143941820849
ENSG00000166170	0.197360093848328	1.14659833870837	8.17915956185443	4.25166863246544	0.00214651783024958	0.626956656497724	-1.58203659728061
ENSG00000100079	-0.191488806711932	-1.14194154850839	11.2866835204775	-4.24278410365351	0.00217477481671791	0.626956656497724	-1.59000218994099
ENSG00000177047	0.252998573488187	1.19168139625958	1.72222020104824	4.23782145725168	0.00219073072503819	0.626956656497724	-1.594458126094
ENSG00000133138	0.434576089185055	1.35151365592641	5.82901914151608	4.23034988348769	0.0022149890990318	0.626956656497724	-1.60117571401993
ENSG00000135052	0.166369214072835	1.12223064470618	10.5745768013032	4.21791749608945	0.00225599063392878	0.626956656497724	-1.61237720144058
ENSG00000120800	0.24331032902483	1.1837056138135	4.59598922225654	4.20286976308254	0.0023067019762717	0.626956656497724	-1.62597470155709
ENSG00000135945	0.206409557278976	1.15381310704387	8.66802885672089	4.19182777332009	0.00234468556154104	0.626956656497724	-1.63598010493541
ENSG00000119723	-0.293395976995122	-1.22552165508977	4.82590649295751	-4.1868247511996	0.00236211431706225	0.626956656497724	-1.64052114708248
AFFX-r2-Bs-dap-5_at	-0.246967424459764	-1.18671000186479	5.61183605746874	-4.17157060423486	0.00241611107131469	0.626956656497724	-1.65439631285408
