ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge	core_enrichment
REACTOME NEUTROPHIL DEGRANULATION	REACTOME NEUTROPHIL DEGRANULATION	387	-0.377359960958631	-1.51831550759743	0.00183150183150183	0.0318566620201952	0.0260536425891165	1718	tags=26%, list=15%, signal=23%	10097/7305/5199/10450/5473/221/1778/3689/5478/10092/1774/79888/2720/5873/566/5702/5611/51552/210/3728/5707/932/3684/823/55313/3482/51719/5768/5005/23071/240/26578/963/10577/6317/28956/387263/8694/9588/4860/1675/22918/8673/5788/1471/5912/5701/23385/10120/27180/30/11031/9535/102/51411/847/2990/5004/1650/6518/5836/84061/7414/25840/5175/29108/4033/2207/1265/54918/3579/684/683/3683/8895/5834/1604/81619/23406/945/3071/5799/5657/11322/327/3417/3903/929/1075/2934/5547/9761/10855/79895/719/11010/4332/2517/11314/55/51316
REACTOME UNWINDING OF DNA	REACTOME UNWINDING OF DNA	11	0.906479829405105	1.97353186692174	0.00201612903225806	0.0318566620201952	0.0260536425891165	1046	tags=91%, list=9%, signal=83%	4171/64785/4176/4175/4172/51659/9837/8318/4174/4173
NRF2 ARE regulation WikiPathways 20190910 WP4357 Homo sapiens	NRF2 ARE regulation WikiPathways 20190910 WP4357 Homo sapiens	21	0.772966056962157	1.9604847544836	0.00202429149797571	0.0318566620201952	0.0260536425891165	868	tags=52%, list=7%, signal=49%	23657/2730/6714/1051/4780/7525/1728/3162/9817/2932/7965
REACTOME TNFR2 NON CANONICAL NF KB PATHWAY	REACTOME TNFR2 NON CANONICAL NF KB PATHWAY	81	0.540528340153898	1.80031295701097	0.00204081632653061	0.0318566620201952	0.0260536425891165	1507	tags=22%, list=13%, signal=20%	330/7124/970/8744/958/5971/8764/3604/7186/7187/329/4791/10913/1147/9040/5718/7133/9039
TNF alpha Signaling Pathway WikiPathways 20190910 WP231 Homo sapiens	TNF alpha Signaling Pathway WikiPathways 20190910 WP231 Homo sapiens	83	0.596363402909829	1.99355913597032	0.00205338809034908	0.0318566620201952	0.0260536425891165	1573	tags=35%, list=13%, signal=30%	330/7185/7124/7128/6347/5966/4792/4790/5606/3725/10010/7186/4893/329/4793/8737/4791/29110/836/8837/840/1147/1326/8439/7133/5894/6610/8567/4794
Resistin as a regulator of inflammation WikiPathways 20190910 WP4481 Homo sapiens	Resistin as a regulator of inflammation WikiPathways 20190910 WP4481 Homo sapiens	30	0.660703470913863	1.83838459922152	0.00205761316872428	0.0318566620201952	0.0260536425891165	1182	tags=30%, list=10%, signal=27%	7124/3708/3576/4792/4790/5970/10000/3593/1147
Cytokines and Inflammatory Response WikiPathways 20190910 WP530 Homo sapiens	Cytokines and Inflammatory Response WikiPathways 20190910 WP530 Homo sapiens	26	0.688115489411275	1.8502222514939	0.00206185567010309	0.0318566620201952	0.0260536425891165	1155	tags=31%, list=10%, signal=28%	2920/2919/7124/3600/3552/1435/3593/1437
EBV LMP1 signaling WikiPathways 20190910 WP262 Homo sapiens	EBV LMP1 signaling WikiPathways 20190910 WP262 Homo sapiens	22	0.804512699874456	2.05285884486502	0.00206185567010309	0.0318566620201952	0.0260536425891165	1182	tags=50%, list=10%, signal=45%	7185/7124/3576/6364/4792/4790/5970/6352/3654/4791/1147
KEGG DNA REPLICATION	KEGG DNA REPLICATION	26	0.780136576637794	2.09765086749386	0.00206185567010309	0.0318566620201952	0.0260536425891165	1401	tags=62%, list=12%, signal=54%	3978/4171/5111/5984/4176/4175/4172/5427/5983/10714/4174/4173/5982/5426/6118/54107
REACTOME DNA STRAND ELONGATION	REACTOME DNA STRAND ELONGATION	26	0.793429248150778	2.13339253730595	0.00206185567010309	0.0318566620201952	0.0260536425891165	1358	tags=65%, list=12%, signal=58%	3978/4171/5111/64785/5984/4176/4175/4172/5983/51659/9837/10714/8318/4174/4173/5982/6118
REACTOME OVARIAN TUMOR DOMAIN PROTEASES	REACTOME OVARIAN TUMOR DOMAIN PROTEASES	31	0.70055182588475	1.96448701578603	0.00206185567010309	0.0318566620201952	0.0260536425891165	1400	tags=42%, list=12%, signal=37%	7128/79155/10318/8767/64127/64135/7706/7187/23586/8737/5728/80124/7321
Cell Cycle WikiPathways 20190910 WP179 Homo sapiens	Cell Cycle WikiPathways 20190910 WP179 Homo sapiens	106	0.550873036367105	1.91031428989755	0.0020703933747412	0.0318566620201952	0.0260536425891165	2022	tags=43%, list=17%, signal=36%	4616/4171/9700/8900/5111/1111/9232/5933/1017/23594/4176/4175/7272/10926/4172/991/891/7042/8317/2932/902/8318/4174/1019/4173/545/8697/993/4089/3066/4087/9088/1875/990/2810/9134/5885/51343/10274/890/8454/983/1022/898/7709/7531
