ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge	core_enrichment
REACTOME ESR MEDIATED SIGNALING	REACTOME ESR MEDIATED SIGNALING	174	-0.448259555669459	-1.65580191130957	0.00151057401812689	0.21203892283322	0.200569311942449	985	tags=14%, list=8%, signal=13%	8368/5290/8350/4313/3480/904/5295/10498/2791/23112/8294/3169/8648/5433/2033/7528/2771/9126/5469/10735/5170/8364/2309
Insulin Signaling WikiPathways 20190910 WP481 Homo sapiens	Insulin Signaling WikiPathways 20190910 WP481 Homo sapiens	153	-0.47923731816541	-1.74771322095757	0.00151745068285281	0.21203892283322	0.200569311942449	1026	tags=18%, list=9%, signal=16%	5213/4294/5290/2475/5597/3480/8471/8660/6885/5295/10746/9175/4217/3643/25759/5792/2308/6197/3799/5584/2885/9252/23433/23678/5170/2309
Kit receptor signaling pathway WikiPathways 20190910 WP304 Homo sapiens	Kit receptor signaling pathway WikiPathways 20190910 WP304 Homo sapiens	57	-0.557065491456401	-1.75070967164188	0.00176056338028169	0.21203892283322	0.200569311942449	331	tags=12%, list=3%, signal=12%	2033/6197/4286/2885/6774/2309
REACTOME SIGNALING BY INSULIN RECEPTOR	REACTOME SIGNALING BY INSULIN RECEPTOR	63	-0.566005363408923	-1.79775066653265	0.00177304964539007	0.21203892283322	0.200569311942449	1498	tags=24%, list=13%, signal=21%	2251/2322/3845/5290/9296/8660/5295/9365/2254/3643/2252/2885/523/5170
REACTOME INSULIN RECEPTOR SIGNALLING CASCADE	REACTOME INSULIN RECEPTOR SIGNALLING CASCADE	46	-0.622654010155002	-1.86672423745702	0.00181818181818182	0.21203892283322	0.200569311942449	1498	tags=28%, list=13%, signal=25%	2251/2322/3845/5290/8660/5295/9365/2254/3643/2252/2885/5170
REACTOME SIGNALING BY TYPE 1 INSULIN LIKE GROWTH FACTOR 1 RECEPTOR IGF1R	REACTOME SIGNALING BY TYPE 1 INSULIN LIKE GROWTH FACTOR 1 RECEPTOR IGF1R	46	-0.646184243739382	-1.93726816173698	0.00181818181818182	0.21203892283322	0.200569311942449	1498	tags=30%, list=13%, signal=27%	2251/2322/3845/5290/3480/8471/8660/5295/9365/2254/2252/2885/5170
REACTOME TRANSCRIPTION OF E2F TARGETS UNDER NEGATIVE CONTROL BY P107 RBL1 AND P130 RBL2 IN COMPLEX WITH HDAC1	REACTOME TRANSCRIPTION OF E2F TARGETS UNDER NEGATIVE CONTROL BY P107 RBL1 AND P130 RBL2 IN COMPLEX WITH HDAC1	11	0.728739601029055	1.7325242013274	0.00193423597678917	0.21203892283322	0.200569311942449	1871	tags=55%, list=16%, signal=46%	5933/1875/983/3065/4605/890
REACTOME REGULATION OF FOXO TRANSCRIPTIONAL ACTIVITY BY ACETYLATION	REACTOME REGULATION OF FOXO TRANSCRIPTIONAL ACTIVITY BY ACETYLATION	10	-0.92616671792302	-2.05587113348561	0.00200400801603206	0.21203892283322	0.200569311942449	331	tags=40%, list=3%, signal=39%	10628/2308/2309
REACTOME G1 S SPECIFIC TRANSCRIPTION	REACTOME G1 S SPECIFIC TRANSCRIPTION	21	0.667796394011247	1.86548862533556	0.00203665987780041	0.21203892283322	0.200569311942449	1961	tags=43%, list=17%, signal=36%	5933/1875/7083/8318/26271/983/3065/4998/990
KEGG NON SMALL CELL LUNG CANCER	KEGG NON SMALL CELL LUNG CANCER	52	-0.583375673930237	-1.79428234111834	0.0035650623885918	0.262269080052249	0.248082419147327	1504	tags=25%, list=13%, signal=22%	6654/1021/2272/1871/3845/5290/369/5295/6258/2885/5170/2309
