ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge	core_enrichment
Non small cell lung cancer WikiPathways 20190910 WP4255 Homo sapiens	Non small cell lung cancer WikiPathways 20190910 WP4255 Homo sapiens	68	-0.456916497376869	-1.61143736570661	0.00189753320683112	0.10131860701003	0.0898052637510603	437	tags=9%, list=4%, signal=9%	4616/1871/11186/6789/2885/2309
REACTOME SIGNALING BY INSULIN RECEPTOR	REACTOME SIGNALING BY INSULIN RECEPTOR	63	-0.469773962803219	-1.63181730585886	0.0019047619047619	0.10131860701003	0.0898052637510603	770	tags=16%, list=7%, signal=15%	2887/8822/9296/529/523/2251/2252/5170/9365/2885
KEGG NON SMALL CELL LUNG CANCER	KEGG NON SMALL CELL LUNG CANCER	52	-0.575932541837124	-1.9122441388054	0.00191938579654511	0.10131860701003	0.0898052637510603	437	tags=12%, list=4%, signal=11%	1871/11186/6789/5170/2885/2309
KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	KEGG CYTOKINE CYTOKINE RECEPTOR INTERACTION	217	-0.375710789287858	-1.55136517717021	0.00194174757281553	0.10131860701003	0.0898052637510603	2628	tags=31%, list=23%, signal=24%	6360/7850/7046/6368/51561/7132/7423/7293/3590/3596/6362/6351/6367/56034/6366/3593/6376/3456/64109/356/3442/650/3467/6346/3454/1271/6354/3553/3627/6375/3563/3459/3446/8740/1233/3577/2920/3565/5154/23495/3440/3976/8743/4049/51330/9966/1435/3082/4352/5196/3574/10663/10913/3595/3791/3586/7133/3570/5008/3558/3576/3443/7173/3567/8793/6369/1236
Kit receptor signaling pathway WikiPathways 20190910 WP304 Homo sapiens	Kit receptor signaling pathway WikiPathways 20190910 WP304 Homo sapiens	57	-0.501536180802784	-1.68951057403722	0.00194552529182879	0.10131860701003	0.0898052637510603	1920	tags=25%, list=17%, signal=20%	6774/6714/3635/3726/1796/5579/596/6197/2887/6615/695/4286/2885/2309
REACTOME PI3K AKT SIGNALING IN CANCER	REACTOME PI3K AKT SIGNALING IN CANCER	90	-0.465936566968664	-1.70687587193437	0.00196463654223969	0.10131860701003	0.0898052637510603	563	tags=11%, list=5%, signal=11%	8822/3082/2065/3164/2251/2252/5170/9365/2885/2309
KEGG NEUROTROPHIN SIGNALING PATHWAY	KEGG NEUROTROPHIN SIGNALING PATHWAY	112	-0.413616001409361	-1.568275892877	0.00198412698412698	0.10131860701003	0.0898052637510603	1861	tags=22%, list=16%, signal=19%	3725/816/9252/356/9500/3654/5970/4803/4215/5663/596/7189/6197/4792/810/8471/27018/815/4217/57498/5603/10019/5170/2885/2309
REACTOME PROCESSING OF CAPPED INTRON CONTAINING PRE MRNA	REACTOME PROCESSING OF CAPPED INTRON CONTAINING PRE MRNA	194	0.39984244438425	1.65011965535307	0.00198807157057654	0.10131860701003	0.0898052637510603	2323	tags=32%, list=21%, signal=26%	6626/9879/4686/55339/55706/6627/56339/11338/7884/10772/5903/3181/9129/5435/57122/84271/10594/1977/4928/23517/348995/51362/23279/80145/23165/9688/9295/10992/9416/4116/11157/79228/8563/1655/6431/5546/79902/6396/6631/11066/23020/10285/2962/988/5440/27339/4670/65109/23451/6632/9972/23350/5093/3192/285755/11097/23658/3184/10236/51729/23283/8189
Cell Cycle WikiPathways 20190910 WP179 Homo sapiens	Cell Cycle WikiPathways 20190910 WP179 Homo sapiens	106	0.428040622319964	1.62128152393654	0.00199203187250996	0.10131860701003	0.0898052637510603	1709	tags=25%, list=15%, signal=21%	8317/23595/4609/7027/5933/1875/891/995/996/9134/4172/1111/983/5591/994/4171/4174/8243/4176/991/5111/7272/8881/10274/4175/1032
KEGG CELL CYCLE	KEGG CELL CYCLE	108	0.438380143118835	1.66178011786897	0.002	0.10131860701003	0.0898052637510603	1709	tags=25%, list=15%, signal=21%	8317/23595/4609/7027/5933/1875/4085/891/995/996/9134/4172/1111/983/5591/994/4171/4174/8243/4176/991/5111/7272/8881/10274/4175/1032
REACTOME TP53 REGULATES TRANSCRIPTION OF GENES INVOLVED IN G2 CELL CYCLE ARREST	REACTOME TP53 REGULATES TRANSCRIPTION OF GENES INVOLVED IN G2 CELL CYCLE ARREST	17	0.750732001807252	1.97156960660401	0.00203252032520325	0.10131860701003	0.0898052637510603	1307	tags=47%, list=12%, signal=42%	7027/5933/891/581/995/6790/983/5111
REACTOME CELL CYCLE CHECKPOINTS	REACTOME CELL CYCLE CHECKPOINTS	228	0.407263257659113	1.69937291577434	0.00203665987780041	0.10131860701003	0.0898052637510603	2101	tags=33%, list=19%, signal=28%	8339/8317/6249/23595/9183/641/5718/4085/80010/8924/891/7514/7468/5903/11004/55388/995/57122/996/5984/1778/9134/9656/1062/54908/4172/1763/11073/4928/1111/348995/1058/23279/3364/220134/9156/2491/983/6117/10726/9735/4171/4174/4176/10403/4194/5711/79682/9793/79902/991/81930/6396/25909/4361/8881/580/23198/8346/23122/8970/4175/5883/5985/7321/11065/83990/5527/7465/3014/55839/1029/5685/80776/8348/4683
REACTOME REGULATION OF HSF1 MEDIATED HEAT SHOCK RESPONSE	REACTOME REGULATION OF HSF1 MEDIATED HEAT SHOCK RESPONSE	71	0.468125444516931	1.66873915714275	0.00204081632653061	0.10131860701003	0.0898052637510603	2192	tags=33%, list=19%, signal=27%	10049/55706/2288/9530/5903/3313/57122/4928/348995/23279/5595/6117/23165/871/9688/79902/6396/22824/27242/6013/9972/3337/9531/11097
DNA IR damage and cellular response via ATR WikiPathways 20190910 WP4016 Homo sapiens	DNA IR damage and cellular response via ATR WikiPathways 20190910 WP4016 Homo sapiens	69	0.52760654537459	1.86963153657711	0.00207900207900208	0.10131860701003	0.0898052637510603	2101	tags=48%, list=19%, signal=39%	5965/80010/142/8924/995/10155/9656/11073/22897/1111/2305/3364/79648/9156/983/6117/5591/8493/4171/55215/8243/604/4361/5111/580/5976/4436/5883/55159/83990/3014/675/4683
REACTOME TRANSCRIPTION OF E2F TARGETS UNDER NEGATIVE CONTROL BY DREAM COMPLEX	REACTOME TRANSCRIPTION OF E2F TARGETS UNDER NEGATIVE CONTROL BY DREAM COMPLEX	14	0.764206519563783	1.9003572382545	0.00208768267223382	0.10131860701003	0.0898052637510603	123	tags=29%, list=1%, signal=28%	4609/7027/5933/1875
Retinoblastoma Gene in Cancer WikiPathways 20190910 WP2446 Homo sapiens	Retinoblastoma Gene in Cancer WikiPathways 20190910 WP2446 Homo sapiens	79	0.520521000477237	1.87723286485954	0.00209205020920502	0.10131860701003	0.0898052637510603	1821	tags=38%, list=16%, signal=32%	8317/4609/7027/1786/3148/891/5984/9134/4172/2956/1111/6596/983/6117/5591/1633/994/8243/4176/3925/8030/5111/7272/4863/580/10592/5894/4175/5985/10733
REACTOME TP53 REGULATES TRANSCRIPTION OF CELL CYCLE GENES	REACTOME TP53 REGULATES TRANSCRIPTION OF CELL CYCLE GENES	43	0.571394257457571	1.8665081271056	0.00209643605870021	0.10131860701003	0.0898052637510603	976	tags=26%, list=9%, signal=23%	79733/7027/5933/891/28984/581/995/9134/6790/983/4850
ATM Signaling Network in Development and Disease  WikiPathways 20190910 WP3878 Homo sapiens	ATM Signaling Network in Development and Disease  WikiPathways 20190910 WP3878 Homo sapiens	38	0.542181259918282	1.71822996274519	0.00212314225053079	0.10131860701003	0.0898052637510603	2101	tags=47%, list=19%, signal=39%	5562/10155/9656/80254/1111/9810/983/5591/8493/6794/8243/4361/3930/1386/8851/3014/7249/4683
Integrated Cancer Pathway WikiPathways 20190910 WP1971 Homo sapiens	Integrated Cancer Pathway WikiPathways 20190910 WP1971 Homo sapiens	41	0.532165257597078	1.71790584627005	0.00214132762312634	0.10131860701003	0.0898052637510603	1932	tags=37%, list=17%, signal=30%	4609/641/5728/581/2956/1111/207/983/6772/994/4361/580/4436/3716/27113
Overview of leukocyte intrinsic Hippo pathway functions WikiPathways 20190910 WP4542 Homo sapiens	Overview of leukocyte intrinsic Hippo pathway functions WikiPathways 20190910 WP4542 Homo sapiens	25	-0.666577128787717	-1.90835124259736	0.00386847195357834	0.107247241276469	0.0950601974665264	318	tags=12%, list=3%, signal=12%	639/1236/2309
REACTOME PI 3K CASCADE FGFR1	REACTOME PI 3K CASCADE FGFR1	20	-0.694303973947821	-1.87333283398665	0.00392927308447937	0.107247241276469	0.0950601974665264	563	tags=20%, list=5%, signal=19%	8822/2251/9365/2885
G1 to S cell cycle control WikiPathways 20190910 WP45 Homo sapiens	G1 to S cell cycle control WikiPathways 20190910 WP45 Homo sapiens	58	0.477755172366334	1.64465236775545	0.0040650406504065	0.107247241276469	0.0950601974665264	2038	tags=28%, list=18%, signal=23%	23595/4609/7027/891/9134/4172/983/6117/4171/4174/4176/5111/4175/1032/7465/1029
KEGG MISMATCH REPAIR	KEGG MISMATCH REPAIR	19	0.668822837313985	1.82110400448401	0.00407331975560081	0.107247241276469	0.0950601974665264	1994	tags=53%, list=18%, signal=43%	5984/2956/9156/6117/27030/5111/3978/4436/5985/5981
REACTOME G1 S SPECIFIC TRANSCRIPTION	REACTOME G1 S SPECIFIC TRANSCRIPTION	21	0.672724001141865	1.87320232518422	0.00408163265306122	0.107247241276469	0.0950601974665264	1307	tags=33%, list=12%, signal=30%	7027/5933/1875/26271/7083/983/5111
REACTOME MITOTIC G1 G1 S PHASES	REACTOME MITOTIC G1 G1 S PHASES	121	0.402048102324925	1.54732453987642	0.00408997955010225	0.107247241276469	0.0950601974665264	1338	tags=18%, list=12%, signal=16%	8317/23595/4609/7027/5933/1875/5718/891/26271/55388/9134/4172/7083/207/983/6117/4171/4174/4176/5711/5111/4067
DNA Damage Response WikiPathways 20190910 WP707 Homo sapiens	DNA Damage Response WikiPathways 20190910 WP707 Homo sapiens	59	0.47038483637904	1.62148616379626	0.00409836065573771	0.107247241276469	0.0950601974665264	2101	tags=36%, list=19%, signal=29%	4609/891/581/995/9134/1111/983/5591/8243/5366/4361/9874/5883/11011/63970/27113/3014/5981/8795/55367/4683
REACTOME ACTIVATION OF ATR IN RESPONSE TO REPLICATION STRESS	REACTOME ACTIVATION OF ATR IN RESPONSE TO REPLICATION STRESS	34	0.598695467547743	1.86477520748732	0.00409836065573771	0.107247241276469	0.0950601974665264	1773	tags=44%, list=16%, signal=37%	8317/23595/55388/995/5984/4172/1111/3364/6117/4171/4174/4176/4175/5883/5985
REACTOME G0 AND EARLY G1	REACTOME G0 AND EARLY G1	22	0.680351188396499	1.9050562618134	0.00410677618069815	0.107247241276469	0.0950601974665264	1307	tags=32%, list=12%, signal=28%	4609/7027/5933/1875/9134/983/5111
REACTOME ACTIVATION OF THE PRE REPLICATIVE COMPLEX	REACTOME ACTIVATION OF THE PRE REPLICATIVE COMPLEX	28	0.637270716008595	1.88571044131713	0.00411522633744856	0.107247241276469	0.0950601974665264	1059	tags=29%, list=9%, signal=26%	8317/23595/55388/4172/6117/4171/4174/4176
REACTOME TRANSCRIPTION OF E2F TARGETS UNDER NEGATIVE CONTROL BY P107 RBL1 AND P130 RBL2 IN COMPLEX WITH HDAC1	REACTOME TRANSCRIPTION OF E2F TARGETS UNDER NEGATIVE CONTROL BY P107 RBL1 AND P130 RBL2 IN COMPLEX WITH HDAC1	11	0.756988821032992	1.76396119314295	0.00412371134020619	0.107247241276469	0.0950601974665264	877	tags=36%, list=8%, signal=34%	7027/5933/1875/983
DNA Replication WikiPathways 20190910 WP466 Homo sapiens	DNA Replication WikiPathways 20190910 WP466 Homo sapiens	36	0.572701967284758	1.80354744419019	0.00413223140495868	0.107247241276469	0.0950601974665264	1994	tags=36%, list=18%, signal=30%	8317/23595/55388/5984/4172/6117/4171/4174/4176/5111/4175/5985/5981
