ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge	core_enrichment
REACTOME DNA REPAIR	REACTOME DNA REPAIR	252	-0.404297535634783	-1.57979964522785	0.00128040973111396	0.0811664860960636	0.0699473494136207	2604	tags=35%, list=23%, signal=27%	328/5423/10980/8607/10450/55247/51455/10721/9031/1069/3018/63967/2189/472/2071/7156/7874/142/8314/29844/3980/5983/8450/5427/80010/8914/5890/5981/51514/2188/4798/10401/5431/79068/6047/2068/55666/5889/26277/4292/6117/9156/9025/2965/9716/65057/93973/2138/672/55215/79661/8294/5883/7517/201254/9577/23583/80198/4255/2873/27339/7014/1161/51720/10038/9636/79728/25/5984/641/64708/7507/3978/7468/4913/4436/8924/4437/22909/10524/545/9656/79913/9937/8900/7515/10714/7158
REACTOME CELL CYCLE CHECKPOINTS	REACTOME CELL CYCLE CHECKPOINTS	228	-0.39960240742927	-1.54860445337106	0.00128700128700129	0.0811664860960636	0.0699473494136207	3053	tags=39%, list=27%, signal=29%	3014/5691/5932/5810/6249/23421/5526/699/4928/4999/2810/9861/4171/990/11130/4175/79019/57060/993/5693/3018/63967/5720/472/5528/8881/25906/7156/9212/5696/5705/5525/5983/5709/995/8317/9735/80010/8318/5714/220134/5000/5698/51433/5695/55746/10726/6117/991/7514/79902/9088/9156/9025/23198/4998/55143/55388/81929/672/4174/6396/8379/11004/8294/5883/9577/81565/10197/9183/5707/80152/51720/332/10213/5708/5984/57122/641/22919/1778/7468/8924/10524/545/9656/1060/7534/8900/7158
REACTOME ANTIGEN PROCESSING  UBIQUITINATION PROTEASOME DEGRADATION	REACTOME ANTIGEN PROCESSING  UBIQUITINATION PROTEASOME DEGRADATION	202	-0.43193834131116	-1.6561991414659	0.00130890052356021	0.0811664860960636	0.0699473494136207	2352	tags=32%, list=21%, signal=26%	8452/140459/5720/10616/64410/8881/23352/54850/10193/5696/5705/23295/5709/8453/9040/89910/55585/55658/65264/5714/53339/84861/5698/51433/5695/6502/6047/10425/140460/9730/10324/991/114088/79754/868/23198/26190/8925/6478/10273/9354/55521/8454/64219/6468/10197/5707/9817/4008/10213/5708/55008/10293/10422/23194/64320/8924/80196/642/9870/7064/63891/997/26249/4591
REACTOME G2 M CHECKPOINTS	REACTOME G2 M CHECKPOINTS	133	-0.430676215379725	-1.56574463078596	0.00137931034482759	0.0811664860960636	0.0699473494136207	3119	tags=41%, list=28%, signal=30%	3014/5691/5932/5810/4999/2810/9861/4171/990/4175/993/5693/3018/63967/5720/472/7156/5696/5705/5983/5709/995/8317/80010/8318/5714/5000/5698/5695/6117/9088/9156/9025/23198/4998/55388/672/4174/8294/5883/9577/10197/5707/51720/10213/5708/5984/641/7468/8924/10524/545/9656/7534/7158
REACTOME DNA REPLICATION	REACTOME DNA REPLICATION	100	-0.492053618407442	-1.73418958959788	0.00138504155124654	0.0811664860960636	0.0699473494136207	2969	tags=48%, list=26%, signal=36%	1017/5982/5001/51659/5691/81620/4999/5425/9861/4171/990/4175/5426/5693/5720/8881/25906/5696/5705/5983/5709/8317/5427/8318/5714/5981/5000/5698/51433/5695/6502/1869/6117/23198/4998/55388/4174/9837/8454/5422/10197/5707/10213/5708/5984/3978/8900/10714
DNA IR damage and cellular response via ATR WikiPathways 20190910 WP4016 Homo sapiens	DNA IR damage and cellular response via ATR WikiPathways 20190910 WP4016 Homo sapiens	69	-0.52146250684019	-1.73906038475879	0.00144717800289436	0.0811664860960636	0.0699473494136207	3119	tags=49%, list=28%, signal=36%	3014/5932/5810/7520/50485/2175/4171/5423/1196/63967/472/7156/142/995/80010/8318/1869/4292/6117/9156/672/55215/5883/51720/79728/79648/2305/7507/4436/8924/545/9656/9937/7158
DNA Replication WikiPathways 20190910 WP466 Homo sapiens	DNA Replication WikiPathways 20190910 WP466 Homo sapiens	36	-0.598171321773102	-1.78264746613534	0.00157232704402516	0.0811664860960636	0.0699473494136207	3350	tags=64%, list=30%, signal=45%	1017/5982/5001/81620/4999/5425/4171/990/4175/5426/5983/8317/5427/8318/5981/5000/6117/4998/55388/4174/5422/5984/10714
REACTOME RESOLUTION OF ABASIC SITES AP SITES	REACTOME RESOLUTION OF ABASIC SITES AP SITES	31	-0.675242990363116	-1.95265585932398	0.00158982511923688	0.0811664860960636	0.0699473494136207	2852	tags=61%, list=25%, signal=46%	5425/4595/5426/328/5423/142/3980/5983/5427/5981/6117/79661/23583/10038/5984/3978/4913/7515/10714
KEGG BASE EXCISION REPAIR	KEGG BASE EXCISION REPAIR	25	-0.695086649480801	-1.93208667442825	0.00161812297734628	0.0811664860960636	0.0699473494136207	2852	tags=72%, list=25%, signal=54%	5425/4595/5426/328/5423/55247/27301/142/3980/10039/5427/79661/23583/10038/3978/4913/7515/10714
REACTOME MISMATCH REPAIR	REACTOME MISMATCH REPAIR	12	-0.801202237864017	-1.83147947412827	0.00175746924428822	0.0811664860960636	0.0699473494136207	1300	tags=58%, list=12%, signal=52%	4292/6117/9156/3978/4436/4437/10714
