ENSG_ID	logFC	Fold Change	AveExpr	t	P.Value	adj.P.Val	B
ENSG00000107104	-1.27229246451259	-2.41545079582953	7.69810851423348	-14.1568269227257	1.49796796743723e-07	0.00159961455578443	7.52754036144428
ENSG00000179041	0.684682999140897	1.60734876274811	9.2974324272367	13.236962194481	2.70547916411742e-07	0.00159961455578443	7.07471461826164
ENSG00000132680	-1.25048499417257	-2.37921392150005	6.22276566695629	-12.3214192175276	5.06316585579756e-07	0.00199573120816021	6.57611878925686
ENSG00000134215	-0.696715967180611	-1.62081110866099	5.88895888552033	-11.6920804875503	7.9845551534307e-07	0.00236043411723295	6.2024239050851
ENSG00000101670	0.933656167634174	1.91011058866694	6.30558029515225	11.083767543234	1.26661740831629e-06	0.00285931867095618	5.81475085012607
ENSG00000138640	-1.82202668782302	-3.53577553050906	6.07660069050714	-10.9101362676056	1.45081708462893e-06	0.00285931867095618	5.69900214757263
ENSG00000168209	1.53887272008409	2.90567373850299	9.59255806768805	10.5285247627155	1.96848242984143e-06	0.00332532924755355	5.43620899148163
ENSG00000196387	0.56647681918365	1.48090266415392	8.24163982155538	9.97009858424289	3.13107901117114e-06	0.00398133936786817	5.02971501609876
ENSG00000163516	-0.721844230867336	-1.64928901232939	4.08897724194638	-9.93882323630918	3.21561906288919e-06	0.00398133936786817	5.00614162998937
ENSG00000171843	-0.627882725618303	-1.54529547958241	5.93819005427461	-9.87196391375391	3.40489211905848e-06	0.00398133936786817	4.95545101087336
ENSG00000132170	-1.13722803410313	-2.19957993938928	8.45149385977412	-9.77435807827895	3.70357150499364e-06	0.00398133936786817	4.88071764270609
ENSG00000104299	-0.496654129578507	-1.41093754595075	5.28059325001577	-9.53602542777501	4.56133597653975e-06	0.00449481649354855	4.69451370740408
ENSG00000111653	-0.574813280741178	-1.48948467569018	5.39967595876979	-9.3314320098762	5.47360025017402e-06	0.00451185982676231	4.53034693385751
ENSG00000155926	-0.743117123575165	-1.67378836447798	4.07212837656347	-9.30371705648826	5.61189649899315e-06	0.00451185982676231	4.50779419021282
ENSG00000157450	0.871093774916798	1.82904906299442	7.82900442203434	9.26647975785022	5.8037880417147e-06	0.00451185982676231	4.4773731983891
ENSG00000115548	-0.61624795387797	-1.53288339198674	8.93325062275829	-9.14495989063496	6.48189577644136e-06	0.00451185982676231	4.37713547546748
ENSG00000148584	-0.462568679072133	-1.37799311432031	10.0886601652631	-9.13388075304178	6.54792106201493e-06	0.00451185982676231	4.36792279430258
ENSG00000100906	-0.888505440723714	-1.85125732087506	7.90975499261693	-9.08186352147124	6.86794730500817e-06	0.00451185982676231	4.32450219232434
ENSG00000119950	-0.99546145357526	-1.99371812487917	8.46491370859032	-8.89958620697801	8.13241646103494e-06	0.00506135919219674	4.17015670376169
ENSG00000155906	-0.458265306442541	-1.37388886343338	8.79637128569104	-8.83612493795032	8.63095535895328e-06	0.00510305235598113	4.11560805021484
ENSG00000013441	0.716386578913455	1.64306161087801	7.95314135206103	8.43040834325161	1.27314739632065e-05	0.00627392678953191	3.75664338608049
ENSG00000054277	-0.416325186009993	-1.33452393983222	7.06209197578298	-8.41574851399082	1.29151393650193e-05	0.00627392678953191	3.74333399006132
ENSG00000170871	0.503253558781121	1.41740648884636	7.96276071616223	8.39462493911681	1.31849139107347e-05	0.00627392678953191	3.72411383254266
