ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge	core_enrichment
VEGFA-VEGFR2 Signaling Pathway%WikiPathways_20190910%WP3888%Homo sapiens	VEGFA-VEGFR2 Signaling Pathway%WikiPathways_20190910%WP3888%Homo sapiens	215	-0.451868675825697	-1.60260017666864	0.00158982511923688	0.108893709327549	0.0979563877154926	1019	tags=13%, list=9%, signal=13%	3164/8569/8772/1490/4313/9510/22899/2266/3791/154796/2244/10645/1558/57007/4217/25759/2308/5295/9365/5584/10628/9252/5530/4792/2885/6774/83737/5170/2309
REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS	REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS	205	-0.474996609233669	-1.66937597833569	0.00162074554294976	0.108893709327549	0.0979563877154926	957	tags=12%, list=8%, signal=11%	8202/6258/8368/2791/4313/3480/904/3845/8644/2033/10498/8350/23112/8648/5295/5433/3169/2771/7528/9126/5469/10735/5170/8364/2309
REACTOME_ESR_MEDIATED_SIGNALING	REACTOME_ESR_MEDIATED_SIGNALING	174	-0.50513460854023	-1.75030340836355	0.00166112956810631	0.108893709327549	0.0979563877154926	617	tags=10%, list=5%, signal=10%	904/3845/2033/10498/8350/23112/8648/5295/5433/3169/2771/7528/9126/5469/10735/5170/8364/2309
Brain-Derived Neurotrophic Factor (BDNF) signaling pathway%WikiPathways_20190910%WP2380%Homo sapiens	Brain-Derived Neurotrophic Factor (BDNF) signaling pathway%WikiPathways_20190910%WP2380%Homo sapiens	131	-0.567996261556314	-1.91139427185394	0.00175746924428822	0.108893709327549	0.0979563877154926	572	tags=11%, list=5%, signal=10%	5792/8660/140885/25759/5295/650/7189/9252/6197/4792/2885/6774/5170/2309
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	112	-0.640806810141596	-2.12244292882285	0.00178571428571429	0.108893709327549	0.0979563877154926	618	tags=12%, list=5%, signal=11%	7529/3845/8660/4217/25759/5295/7189/9252/6197/4792/2885/5170/2309
REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_CELL_CYCLE_GENES	REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_CELL_CYCLE_GENES	17	-0.813844323604185	-1.90593937105523	0.00204081632653061	0.108893709327549	0.0979563877154926	327	tags=18%, list=3%, signal=17%	2308/694/2309
Hematopoietic Stem Cell Gene Regulation by GABP alpha/beta Complex%WikiPathways_20190910%WP3657%Homo sapiens	Hematopoietic Stem Cell Gene Regulation by GABP alpha/beta Complex%WikiPathways_20190910%WP3657%Homo sapiens	20	-0.84332615699117	-2.03221157998405	0.00204498977505112	0.108893709327549	0.0979563877154926	2	tags=10%, list=0%, signal=10%	2033/2309
REACTOME_CONSTITUTIVE_SIGNALING_BY_AKT1_E17K_IN_CANCER	REACTOME_CONSTITUTIVE_SIGNALING_BY_AKT1_E17K_IN_CANCER	22	-0.816073644809514	-1.9996413739403	0.0020703933747412	0.108893709327549	0.0979563877154926	327	tags=14%, list=3%, signal=13%	2308/5170/2309
NAD metabolism, sirtuins and aging%WikiPathways_20190910%WP3630%Homo sapiens	NAD metabolism, sirtuins and aging%WikiPathways_20190910%WP3630%Homo sapiens	10	-0.856855502880775	-1.80940145965307	0.00216919739696312	0.108893709327549	0.0979563877154926	327	tags=20%, list=3%, signal=19%	2308/2309
REACTOME_REGULATION_OF_FOXO_TRANSCRIPTIONAL_ACTIVITY_BY_ACETYLATION	REACTOME_REGULATION_OF_FOXO_TRANSCRIPTIONAL_ACTIVITY_BY_ACETYLATION	10	-0.929808057678652	-1.96345364078852	0.00216919739696312	0.108893709327549	0.0979563877154926	542	tags=40%, list=5%, signal=38%	2033/2308/10628/2309
