ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge	core_enrichment
Regulation of toll-like receptor signaling pathway%WikiPathways_20190910%WP1449%Homo sapiens	Regulation of toll-like receptor signaling pathway%WikiPathways_20190910%WP1449%Homo sapiens	116	0.735011529433954	2.08895603107199	0.00177935943060498	0.122081712062257	0.113147655130043	1091	tags=25%, list=10%, signal=23%	6351/7128/3576/7124/958/57162/8878/5970/5606/3725/4792/11213/7187/5777/1540/4790/57161/3663/941/3627/3665/10000/4791/1154/148022/8737/1326/3442/10771
Spinal Cord Injury%WikiPathways_20190910%WP2431%Homo sapiens	Spinal Cord Injury%WikiPathways_20190910%WP2431%Homo sapiens	107	0.709896820670979	1.9989392413318	0.00181488203266788	0.122081712062257	0.113147655130043	421	tags=11%, list=4%, signal=11%	2920/2919/5743/6347/3576/7124/301/3383/1017/3958/388/1948
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	87	0.765055614719806	2.09572607405696	0.00182815356489945	0.122081712062257	0.113147655130043	694	tags=17%, list=6%, signal=16%	6351/3576/7124/1513/958/5970/5606/3725/4792/7187/4790/3663/941/3627/3665
Toll-like Receptor Signaling Pathway%WikiPathways_20190910%WP75%Homo sapiens	Toll-like Receptor Signaling Pathway%WikiPathways_20190910%WP75%Homo sapiens	87	0.758324753705952	2.07728814528918	0.00182815356489945	0.122081712062257	0.113147655130043	1073	tags=23%, list=9%, signal=21%	6351/3576/7124/958/5970/5606/3725/4792/7187/4790/3663/941/3627/3665/10000/4793/148022/8737/1326/3442
Small cell lung cancer%WikiPathways_20190910%WP4658%Homo sapiens	Small cell lung cancer%WikiPathways_20190910%WP4658%Homo sapiens	88	0.696509707136346	1.91111659300849	0.00183823529411765	0.122081712062257	0.113147655130043	921	tags=22%, list=8%, signal=20%	5743/330/7185/4616/1164/5970/4792/1017/7187/4790/7186/329/836/10000/4793/1643/6257/596/3911
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	54	0.822869752186895	2.12347615558554	0.00191938579654511	0.122081712062257	0.113147655130043	429	tags=22%, list=4%, signal=21%	2920/2919/330/6347/7128/3576/7124/8767/5970/4792/4790/64127
Photodynamic therapy-induced NF-kB survival signaling%WikiPathways_20190910%WP3617%Homo sapiens	Photodynamic therapy-induced NF-kB survival signaling%WikiPathways_20190910%WP3617%Homo sapiens	33	0.844587283430079	2.05074101806213	0.00194174757281553	0.122081712062257	0.113147655130043	552	tags=36%, list=5%, signal=35%	2920/5743/330/3576/7124/3383/5966/5970/5971/4790/597/7412
Cytosolic DNA-sensing pathway%WikiPathways_20190910%WP4655%Homo sapiens	Cytosolic DNA-sensing pathway%WikiPathways_20190910%WP4655%Homo sapiens	58	0.774579216408468	2.00521049003388	0.00194552529182879	0.122081712062257	0.113147655130043	830	tags=22%, list=7%, signal=21%	6351/5970/4792/9533/1540/4790/7706/3627/3665/661/90865/4793/23586
Senescence and Autophagy in Cancer%WikiPathways_20190910%WP615%Homo sapiens	Senescence and Autophagy in Cancer%WikiPathways_20190910%WP615%Homo sapiens	95	0.687125827014291	1.91844507108315	0.003584229390681	0.182545454545455	0.169186602870813	1128	tags=27%, list=10%, signal=25%	2919/3576/11009/960/6714/8878/1051/5606/3659/3725/3663/23710/3486/9821/5054/2932/3665/22863/8804/596/7405/3552/5111/81631/4089/5894
TNF alpha Signaling Pathway%WikiPathways_20190910%WP231%Homo sapiens	TNF alpha Signaling Pathway%WikiPathways_20190910%WP231%Homo sapiens	83	0.696514932453473	1.89762727520684	0.00363636363636364	0.182545454545455	0.169186602870813	1291	tags=31%, list=11%, signal=28%	330/7185/6347/7128/7124/5966/5606/3725/4792/10010/4790/7186/4893/329/836/4793/4791/840/8737/1326/7133/8439/5894/1147/6610/1457
