ENSG_ID	hgnc_symbol	entrezgene_id	low-logFC	low-P.Value	high-logFC	high-P.Value
ENSG00000000003	TSPAN6	7105	-0.0288990047270152	0.796107903355198	-0.256336678115324	0.0427288506722791
ENSG00000000005	TNMD	64102	0.0798954470111832	0.313797194641109	0.0793052154190839	0.317181629361157
ENSG00000000419	DPM1	8813	0.215602861521228	0.0622799205418526	0.3429593368865	0.00812283507440346
ENSG00000000457	SCYL3	57147	-0.0845237694552541	0.535342773363688	-0.378862777787167	0.0180509039679994
ENSG00000000460	C1orf112	55732	-0.0837281515216342	0.577510367993257	0.231034070884496	0.145449944911684
ENSG00000000938	FGR	2268	-0.0128047649824339	0.847930235901321	0.154685560038933	0.0411370480316854
ENSG00000000971	CFH	3075	0.0521879519437067	0.594725959382456	0.0996669152685432	0.319787060367507
ENSG00000001084	GCLC	2729	0.142471887513093	0.349976022887141	0.0500792205600913	0.736862217677143
ENSG00000001167	NFYA	4800	0.00485236147738988	0.939668414134545	-0.0122412652093313	0.848708780540853
ENSG00000001461	NIPAL3	57185	0.0754162636172229	0.266751517222412	0.0545607590168067	0.413844333475818
ENSG00000001497	LAS1L	81887	-0.053038161694948	0.683350022798408	-0.208378878160747	0.13238387356843
ENSG00000001561	ENPP4	22875	0.176980818580037	0.297987979233644	-0.144220693608684	0.391455125021155
ENSG00000001617	SEMA3F	6405	0.0394025202540029	0.631281238045321	0.0268322570075066	0.742910943128304
ENSG00000001626	CFTR	1080	-0.027034917205514	0.653611038420411	-0.0307980973555435	0.609822228673603
ENSG00000002016	RAD52	5893	-0.0389778504687208	0.490769659116843	-0.128311011978314	0.0424462941995129
ENSG00000002330	BAD	572	-0.068469533364846	0.300814470270029	-0.119981168562927	0.0866969736663568
ENSG00000002549	LAP3	51056	0.102112743012732	0.36341015649647	-0.307513804120333	0.0182103156695892
ENSG00000002586	CD99	4267	-0.0988147075299981	0.153240751813485	-0.144086334965365	0.0491082238555876
ENSG00000002587	HS3ST1	9957	-0.0278985715689779	0.79296255958948	-0.296991322568197	0.0183659867157724
ENSG00000002726	AOC1	26	0.099258866644687	0.484482353847353	0.07412146559916	0.599337164466953
ENSG00000002745	WNT16	51384	0.0834191094286454	0.487382585564819	0.0370889739292934	0.754814807249448
ENSG00000002746	HECW1	23072	0.0315108572941867	0.656886895563992	0.0642893443262538	0.373221894509871
ENSG00000002822	MAD1L1	8379	-0.10158095602806	0.680856630775086	0.0452538440785748	0.854044685783918
ENSG00000002834	LASP1	3927	0.0402637373223342	0.547592618807292	0.0578910521127654	0.39242744704848
ENSG00000002919	SNX11	29916	0.15759580560364	0.037877579037702	0.396664548683932	0.000179333199841764
ENSG00000002933	TMEM176A	55365	0.135389158260381	0.621306815556287	0.716958181498569	0.0241998467968295
ENSG00000003056	M6PR	4074	-0.529526542980015	0.00390009447444578	-0.498535588538511	0.00551614234238186
ENSG00000003137	CYP26B1	56603	0.00313091995002335	0.976582331478737	0.0765704535553398	0.479323886736238
ENSG00000003147	ICA1	3382	-0.0812267929723354	0.361446865720295	-0.245328388789667	0.0176049457440038
ENSG00000003249	DBNDD1	79007	0.0513876608385178	0.640615158310217	0.189060997797907	0.109481317884707
ENSG00000003400	CASP10	843	-0.00904617378180994	0.890881133016496	0.00890122025299345	0.892617071444974
ENSG00000003402	CFLAR	8837	-0.0894273213168493	0.639423567866465	0.317228011864957	0.11981648121192
ENSG00000003436	TFPI	7035	0.164401220266457	0.0991183407104215	0.38393185720911	0.00203660070671606
ENSG00000003509	NDUFAF7	55471	-0.201731061021736	0.204250172052346	0.0376962684512101	0.803788666970516
ENSG00000003756	RBM5	10181	-0.0942843062758092	0.174066858740059	0.0192956122138872	0.769363184857025
ENSG00000003987	MTMR7	9108	0.0200752981313133	0.856770202484357	-0.15722857284283	0.179921956286069
ENSG00000003989	SLC7A2	6542	0.131368728032683	0.199126674721556	-0.0040775020158661	0.966610517767167
ENSG00000004059	ARF5	381	-0.0929348298566639	0.486223097617862	0.00389660842536088	0.976373729881935
ENSG00000004139	SARM1	23098	0.0888132949959535	0.261626331381548	0.0780751991409336	0.319804927516316
ENSG00000004142	POLDIP2	26073	-0.117119568570311	0.274086952656349	-0.169143920750195	0.126963044667508
ENSG00000004399	PLXND1	23129	0.0247019368759513	0.813804065611279	0.161545952767622	0.147378533929888
ENSG00000004455	AK2	204	0.0264053427566386	0.682935415666517	9.14072425599599e-05	0.99886627278421
ENSG00000004468	CD38	952	0.0166640313063837	0.845679821000335	-0.116965813681273	0.193454385821095
ENSG00000004478	FKBP4	2288	0.0779705362150671	0.326555552968492	0.10812221112379	0.184160869413547
ENSG00000004487	KDM1A	23028	-0.175016849266729	0.18755715914426	-0.209134248489169	0.122592712608254
ENSG00000004534	RBM6	10180	0.105940770927621	0.155052211783255	-0.132469652683813	0.0842779922955885
ENSG00000004700	RECQL	5965	0.133359235989699	0.463475558933179	-0.0985905301764642	0.585169190772594
ENSG00000004766	VPS50	55610	0.000604781768926532	0.995662279058146	0.0694948069077435	0.53675455410542
ENSG00000004776	HSPB6	126393	0.186869344680957	0.138834617501645	0.102977264133137	0.393956042300357
ENSG00000004777	ARHGAP33	115703	0.0575221275439932	0.397533844756029	0.0977622448084832	0.165553496437236
ENSG00000004779	NDUFAB1	4706	-0.0958543669297995	0.206282744975942	-0.133296005959567	0.0908352460104796
ENSG00000004799	PDK4	5166	-0.0715155546166	0.470996217709942	-0.163563995450947	0.119539352298629
ENSG00000004838	ZMYND10	51364	-0.0533822469086402	0.395398813003244	-0.024936887948257	0.686484292152206
ENSG00000004864	SLC25A13	10165	0.0843982216019983	0.427447349505094	0.706914483421079	6.87629120884763e-05
ENSG00000004866	ST7	7982	-0.0909093114784869	0.353202899356363	-0.0395756773810771	0.679952434427003
ENSG00000004897	CDC27	996	0.079694371349504	0.615365417912445	0.0830674994153213	0.60072116133595
ENSG00000004939	SLC4A1	6521	-0.0194592465744279	0.862911956707426	0.00212971918635541	0.984909651878359
ENSG00000004948	CALCR	799	-0.0216647278148001	0.740746328377364	-0.0283377054118465	0.665889551899948
ENSG00000004961	HCCS	3052	0.0932455699451511	0.232236400731094	0.174807298525423	0.0399376786234766
ENSG00000004975	DVL2	1856	0.0368732593580789	0.585795612038846	0.0501868080507828	0.461526346544218
ENSG00000005001	PRSS22	64063	-0.00436836031938004	0.964418768226804	-0.0689740865740167	0.48739701044755
ENSG00000005007	UPF1	5976	-0.0995739016520574	0.387448998890862	0.42255024145968	0.00393676047392154
ENSG00000005020	SKAP2	8935	-0.0991821232508947	0.161993939411176	-0.451456229654811	7.06048306541189e-05
ENSG00000005022	SLC25A5	292	-0.226289230591533	0.389492928432481	-0.1863368444683	0.475541680143146
ENSG00000005059	MCUB	55013	-0.331109095787468	0.262073693611526	-1.68234061789672	0.000189721945370138
ENSG00000005073	HOXA11	3207	0.0018337795079697	0.976174747323026	0.0797315391196567	0.214823719765889
ENSG00000005075	POLR2J	5439	-0.176117844722375	0.336611069209604	-0.145317994091101	0.423957773651336
ENSG00000005102	MEOX1	4222	-0.118132258654523	0.280663772894504	0.0789429030230031	0.462654175655658
ENSG00000005108	THSD7A	221981	-0.406272883626808	0.382257242638494	-2.00757682235453	0.00143507805509973
ENSG00000005156	LIG3	3980	0.0449249030703509	0.681702116511411	0.0301770284826626	0.782358644260538
ENSG00000005175	RPAP3	79657	0.249069433356507	0.408939700333567	0.0382167658771628	0.897185748516291
ENSG00000005187	ACSM3	6296	0.0745150303379067	0.281802219237469	0.0160590964741898	0.810595040841583
ENSG00000005189	REXO5	81691	0.0517591055408939	0.528327862755917	-0.00349045916700641	0.965684437310072
ENSG00000005194	CIAPIN1	57019	0.106420720776548	0.252119009253418	0.437289897507926	0.000727142009178153
ENSG00000005206	SPPL2B	56928	0.100729424575993	0.257588000958792	0.113107982751093	0.207811132981434
ENSG00000005238	FAM214B	80256	-0.0826552162993011	0.613056907652203	-0.0351862759343513	0.828512681590969
ENSG00000005243	COPZ2	51226	-0.161293653620342	0.115435880855764	-0.294314492446813	0.011270036547554
ENSG00000005249	PRKAR2B	5577	-0.217885798739693	0.194264248290717	-0.42867488746608	0.0222335065648578
ENSG00000005302	MSL3	10943	-0.0477425379589702	0.685033753454689	-0.118361658520374	0.326104776875202
ENSG00000005339	CREBBP	1387	0.0474022727631409	0.655397298374668	0.150959944611437	0.175892430115511
ENSG00000005379	TSPOAP1	9256	0.024764086988009	0.859335322990184	0.12827660910288	0.369597644029178
ENSG00000005381	MPO	4353	-0.0162390473566703	0.847330356494538	0.00460265984481723	0.956439191869643
ENSG00000005421	PON1	5444	-0.0114900519661967	0.888093510017537	0.0220419736611936	0.787524747361934
ENSG00000005436	GCFC2	6936	0.183851693752881	0.389797046301036	0.29506796233037	0.181093891885038
ENSG00000005469	CROT	54677	-0.0333598312356167	0.737156042426277	-0.118668024332616	0.249501285389711
ENSG00000005471	ABCB4	5244	-0.0877103577594962	0.526575647627579	-0.0221370844264115	0.871622477202922
ENSG00000005700	IBTK	25998	0.304794620746824	0.123564440203225	0.0412887427438555	0.823018319539152
ENSG00000005801	ZNF195	7748	0.16655653124669	0.147485836592544	-0.206599094512558	0.0809659543677973
ENSG00000005810	MYCBP2	23077	-0.266951454690713	0.0144969882613072	-0.719924076890095	1.99364141242264e-05
ENSG00000005844	ITGAL	3683	-0.0176402268939757	0.945159262086933	-0.564716190705321	0.0500297159439112
ENSG00000005882	PDK2	5164	-0.00124886461430762	0.985096333227462	0.0278656069476537	0.678356889011979
ENSG00000005884	ITGA3	3675	-0.225996511131126	0.152583068528317	-0.654393710383408	0.00146188752705236
ENSG00000005889	ZFX	7543	-0.00520326855877729	0.953421769540281	0.0501963931758032	0.576572260109024
ENSG00000005893	LAMP2	3920	0.0246579770061306	0.682733171960437	-0.191021844658234	0.00976195555612657
ENSG00000005961	ITGA2B	3674	0.0417912433940675	0.623995468189432	0.00268239371344325	0.974722714987059
ENSG00000005981	ASB4	51666	-0.0330581921670035	0.69949389847275	-0.00157460947949017	0.985266776278498
ENSG00000006007	GDE1	51573	-0.527261267069709	0.004158994768195	-0.953652465691874	7.30706999599706e-05
ENSG00000006015	REX1BD	55049	-0.0354786935759055	0.660092794210495	-0.467622050450085	0.000211072671504993
ENSG00000006016	CRLF1	9244	-0.224546093661244	0.151815849268303	-0.032481579288556	0.825768216710386
ENSG00000006025	OSBPL7	114881	-0.0449701510326923	0.64448515600652	-0.0331709490833161	0.732852824414836
ENSG00000006047	YBX2	51087	0.0830988757002684	0.452365909352433	0.0181558333733194	0.867521196476743
ENSG00000006062	MAP3K14	9020	0.100759360196489	0.658294642139425	-0.134440145325456	0.556862159273279
ENSG00000006071	ABCC8	6833	0.225095227423463	0.00968654935206675	0.24809706182517	0.00572379433463194
ENSG00000006116	CACNG3	10368	-0.0048113106780332	0.958909412400774	-0.0839355666903001	0.379606806139351
ENSG00000006118	TMEM132A	54972	0.0616753442541458	0.531842447497588	0.153895866509267	0.139369583108662
ENSG00000006128	TAC1	6863	0.0656337413413635	0.580935136781656	0.167155021481074	0.178919615063245
ENSG00000006194	ZNF263	10127	-0.00370251655400811	0.971708135081979	0.169410937792041	0.129787220153514
ENSG00000006210	CX3CL1	6376	-0.053057300343804	0.439102400381018	-0.0706160932447533	0.309385744174012
ENSG00000006282	SPATA20	64847	-0.0263939294624445	0.886983575701237	-0.143810452807739	0.446251879055123
ENSG00000006283	CACNA1G	8913	0.0903602708640463	0.261310942130085	0.0471447529353037	0.547182376029633
ENSG00000006327	TNFRSF12A	51330	-0.261962989407777	0.098947085494274	0.00937263294428359	0.948917707311478
ENSG00000006377	DLX6	1750	0.0437451370982531	0.650933125718332	0.13997038820248	0.168706730077374
ENSG00000006432	MAP3K9	4293	0.0787828378453097	0.325414966531069	0.0990918568320798	0.223270688131276
ENSG00000006451	RALA	5898	0.196724589092707	0.0959367590457594	1.07176407160119	3.40917550639e-06
ENSG00000006459	KDM7A	80853	0.0153395290564209	0.931743634896151	0.303545469312849	0.115539448923156
ENSG00000006468	ETV1	2115	0.0194674195165463	0.73321106622254	-0.00176866789013963	0.975211484092635
ENSG00000006530	AGK	55750	0.00621876984165937	0.962345236430105	-0.141315107682333	0.298761458568827
ENSG00000006534	ALDH3B1	221	-0.111143992482311	0.168719243262008	-0.232764533009187	0.0121213290318646
ENSG00000006555	TTC22	55001	0.044392840341273	0.533342837811552	0.113637432173687	0.131868426088406
ENSG00000006576	PHTF2	57157	0.00199408071760354	0.975505271473934	-0.00429508025472991	0.94727588856806
ENSG00000006607	FARP2	9855	-0.070172342005107	0.348679446979308	-0.0346003871243732	0.637520952083007
ENSG00000006611	USH1C	10083	0.0898266536489434	0.339875512572299	-0.00881880296879034	0.923334533608595
ENSG00000006625	GGCT	79017	0.0599947149474662	0.524335205986528	0.146793747320809	0.139716736670467
ENSG00000006634	DBF4	10926	0.336097780317232	0.00113666871660857	0.544529092054775	3.40194484166296e-05
ENSG00000006638	TBXA2R	6915	-0.177541699860449	0.034609131201317	-0.533105009709729	3.96182937681019e-05
ENSG00000006652	IFRD1	3475	0.363561087294695	0.0208943418392073	1.22857794988735	6.02746152852428e-06
ENSG00000006659	LGALS14	56891	-0.23115513818163	0.0581969895632595	0.0443308369935598	0.686871550855873
ENSG00000006695	COX10	1352	-0.17941326986894	0.161230669169759	-0.0535531087984698	0.659284451569693
ENSG00000006704	GTF2IRD1	9569	0.0332901678825213	0.768957771902656	0.291777690101782	0.0264850790134032
ENSG00000006712	PAF1	54623	-0.00829973910102133	0.919733017161051	-0.154933692483194	0.0852697047446343
ENSG00000006715	VPS41	27072	0.0228609029774955	0.701988078760667	0.0464857532113996	0.44252405530516
ENSG00000006740	ARHGAP44	9912	0.144232452573816	0.0959363128694181	-0.0377237987866605	0.638157834405232
ENSG00000006744	ELAC2	60528	-0.27140098062399	0.0445922478232184	-0.355039974205337	0.0138183372513443
ENSG00000006747	SCIN	85477	-0.0123090791648091	0.958926908686002	-0.357411720621106	0.158746164868535
ENSG00000006756	ARSD	414	-0.149700516361754	0.0268926740842512	-0.36894325335511	0.000113500632631309
ENSG00000006757	PNPLA4	8228	-0.16316159296773	0.239690344758383	-0.110890658748874	0.414279693218987
ENSG00000006788	MYH13	8735	-0.0565143923106335	0.675472017885525	-0.0403045904963766	0.764693148835298
ENSG00000006831	ADIPOR2	79602	-0.0108325632823307	0.892319568975352	0.124268665674879	0.144842656659631
ENSG00000007038	PRSS21	10942	0.18864241439149	0.0511243535996843	0.191142616305034	0.0486982121285519
ENSG00000007047	MARK4	57787	-0.0456334538642933	0.576323689179539	0.0101454026655867	0.900274033213401
ENSG00000007062	PROM1	8842	-0.251473410534533	0.00418838860807447	-0.0404904432519904	0.554378905223471
ENSG00000007129	CEACAM21	90273	-0.0331299153848974	0.69841534042279	-0.25379551848375	0.0135812336993019
ENSG00000007168	PAFAH1B1	5048	0.0241229966905081	0.82956343248943	0.141516235866018	0.226050920121427
ENSG00000007171	NOS2	4843	0.0397405274374267	0.661569543776805	0.10487707485761	0.262995309977275
ENSG00000007174	DNAH9	1770	0.0659340523055141	0.269317709187896	-0.0071062846827763	0.901796896405942
